107573,51,תל אביב ,267,כפר שמריהו ,101 ,החורש ,official ,101
110719,51,תל אביב ,5000,תל אביב - יפו ,10846,פינס המשך ,synonym of 1331 ,1331
110720,51,תל אביב ,5000,תל אביב - יפו ,10847,פנס ,synonym of 1331 ,1331
110721,51,תל אביב ,5000,תל אביב - יפו ,1332 ,סמ החרמון ,official ,1332
110722,51,תל אביב ,5000,תל אביב - יפו ,10848,החרמון סמ ,synonym of 1332 ,1332
110723,51,תל אביב ,5000,תל אביב - יפו ,10849,החרמון סמטה ,synonym of 1332 ,1332
110724,51,תל אביב ,5000,תל אביב - יפו ,1333 ,מטולה ,official ,1333
110725,51,תל אביב ,5000,תל אביב - יפו ,1334 ,עין יעקב ,official ,1334
110726,51,תל אביב ,5000,תל אביב - יפו ,1335 ,אחווה ,official ,1335
110727,51,תל אביב ,5000,תל אביב - יפו ,10850,אחוה ,synonym of 1335 ,1335
110728,51,תל אביב ,5000,תל אביב - יפו ,1336 ,שלוש ,official ,1336
110729,51,תל אביב ,5000,תל אביב - יפו ,1337 ,מגדל ,official ,1337
110730,51,תל אביב ,5000,תל אביב - יפו ,10851,המגדל ,synonym of 1337 ,1337
110731,51,תל אביב ,5000,תל אביב - יפו ,1338 ,סמ מגדל ,official ,1338
110732,51,תל אביב ,5000,תל אביב - יפו ,10852,מגדל סמ ,synonym of 1338 ,1338
110733,51,תל אביב ,5000,תל אביב - יפו ,10853,מגדל סמטה ,synonym of 1338 ,1338
110734,51,תל אביב ,5000,תל אביב - יפו ,1339 ,חברת שס ,official ,1339
110735,51,תל אביב ,5000,תל אביב - יפו ,10854,חברת שס ,synonym of 1339 ,1339
110736,51,תל אביב ,5000,תל אביב - יפו ,1340 ,השנית ,official ,1340
110737,51,תל אביב ,5000,תל אביב - יפו ,1341 ,יקינתון ,official ,1341
110738,51,תל אביב ,5000,תל אביב - יפו ,10855,יקנתון ,synonym of 1341 ,1341
110739,51,תל אביב ,5000,תל אביב - יפו ,10856,יקנטון ,synonym of 1341 ,1341
110740,51,תל אביב ,5000,תל אביב - יפו ,1342 ,המרד ,official ,1342
110741,51,תל אביב ,5000,תל אביב - יפו ,10857,רח 3 ,synonym of 1342 ,1342
110742,51,תל אביב ,5000,תל אביב - יפו ,1343 ,יורם קניוק ,official ,1343
110743,51,תל אביב ,5000,תל אביב - יפו ,10858,1331 ,synonym of 1343 ,1343
110744,51,תל אביב ,5000,תל אביב - יפו ,10859,רח 1331 ,synonym of 1343 ,1343
110745,51,תל אביב ,5000,תל אביב - יפו ,10860,קניוק יורם ,synonym of 1343 ,1343
110746,51,תל אביב ,5000,תל אביב - יפו ,1344 ,אילן ,official ,1344
110747,51,תל אביב ,5000,תל אביב - יפו ,10861,אילן ,synonym of 1344 ,1344
110748,51,תל אביב ,5000,תל אביב - יפו ,1346 ,רח 1332 ,official ,1346
110749,51,תל אביב ,5000,תל אביב - יפו ,1347 ,רח 1330 ,official ,1347
110750,51,תל אביב ,5000,תל אביב - יפו ,1348 ,שלהבית ,official ,1348
110751,51,תל אביב ,5000,תל אביב - יפו ,1349 ,גוש 7006 ,official ,1349
110752,51,תל אביב ,5000,תל אביב - יפו ,10862,חסן בק 7006 ,synonym of 1349 ,1349
110753,51,תל אביב ,5000,תל אביב - יפו ,1350 ,לוע הארי ,official ,1350
110754,51,תל אביב ,5000,תל אביב - יפו ,10863,לוע ארי ,synonym of 1350 ,1350
110755,51,תל אביב ,5000,תל אביב - יפו ,1351 ,תרצו ,official ,1351
110756,51,תל אביב ,5000,תל אביב - יפו ,10864,תרצו ,synonym of 1351 ,1351
110757,51,תל אביב ,5000,תל אביב - יפו ,1352 ,אילת ,official ,1352
110758,51,תל אביב ,5000,תל אביב - יפו ,10865,אילת ב נוער ,synonym of 1352 ,1352
110759,51,תל אביב ,5000,תל אביב - יפו ,1353 ,רח 1329 ,official ,1353
110760,51,תל אביב ,5000,תל אביב - יפו ,1354 ,דון-יחייא שבתי ,official ,1354
110761,51,תל אביב ,5000,תל אביב - יפו ,1355 ,סמ שלוש ,official ,1355
110762,51,תל אביב ,5000,תל אביב - יפו ,10866,שלוש סמטה ,synonym of 1355 ,1355
110763,51,תל אביב ,5000,תל אביב - יפו ,10867,שלוש סמ ,synonym of 1355 ,1355
110764,51,תל אביב ,5000,תל אביב - יפו ,1357 ,אשקלון ,official ,1357
110765,51,תל אביב ,5000,תל אביב - יפו ,1358 ,רח 1328 ,official ,1358
110766,51,תל אביב ,5000,תל אביב - יפו ,1359 ,רח 3357 ,official ,1359
110767,51,תל אביב ,5000,תל אביב - יפו ,10868,רח 357 ,synonym of 1359 ,1359
110768,51,תל אביב ,5000,תל אביב - יפו ,1360 ,אולשן יצחק ,official ,1360
110769,51,תל אביב ,5000,תל אביב - יפו ,10869,רח 358 ,synonym of 1360 ,1360
110770,51,תל אביב ,5000,תל אביב - יפו ,10870,רח 3358 ,synonym of 1360 ,1360
110771,51,תל אביב ,5000,תל אביב - יפו ,10871,יצחק אולשן ,synonym of 1360 ,1360
110772,51,תל אביב ,5000,תל אביב - יפו ,1361 ,רח 1326 ,official ,1361
110773,51,תל אביב ,5000,תל אביב - יפו ,1362 ,רח 1327 ,official ,1362
110774,51,תל אביב ,5000,תל אביב - יפו ,1364 ,ברנט ,official ,1364
110775,51,תל אביב ,5000,תל אביב - יפו ,1365 ,שמרלינג ,official ,1365
110776,51,תל אביב ,5000,תל אביב - יפו ,1366 ,אבא ושרה נאמן ,official ,1366
110777,51,תל אביב ,5000,תל אביב - יפו ,10872,רח 3939 ,synonym of 1366 ,1366
110778,51,תל אביב ,5000,תל אביב - יפו ,10873,נאמן אבא ושרה ,synonym of 1366 ,1366
110779,51,תל אביב ,5000,תל אביב - יפו ,1367 ,כל ישראל חברים ,official ,1367
110780,51,תל אביב ,5000,תל אביב - יפו ,10874,כיח ,synonym of 1367 ,1367
110781,51,תל אביב ,5000,תל אביב - יפו ,10875,כל ישראל חבר ,synonym of 1367 ,1367
110782,51,תל אביב ,5000,תל אביב - יפו ,1368 ,אמזלג ,official ,1368
110783,51,תל אביב ,5000,תל אביב - יפו ,10876,המזלג ,synonym of 1368 ,1368
110784,51,תל אביב ,5000,תל אביב - יפו ,1369 ,יחיאלי ,official ,1369
110785,51,תל אביב ,5000,תל אביב - יפו ,1370 ,באר יעקב ,official ,1370
110786,51,תל אביב ,5000,תל אביב - יפו ,1371 ,נוה שלום ,official ,1371
110787,51,תל אביב ,5000,תל אביב - יפו ,10877,נוה שלום ש ,synonym of 1371 ,1371
110788,51,תל אביב ,5000,תל אביב - יפו ,1372 ,אלרואי ,official ,1372
110789,51,תל אביב ,5000,תל אביב - יפו ,10878,אלרואי דוד ,synonym of 1372 ,1372
110790,51,תל אביב ,5000,תל אביב - יפו ,10879,אל רואי ,synonym of 1372 ,1372
110791,51,תל אביב ,5000,תל אביב - יפו ,1375 ,בית הנוער ,official ,1375
110792,51,תל אביב ,5000,תל אביב - יפו ,10880,בית הנער ,synonym of 1375 ,1375
110793,51,תל אביב ,5000,תל אביב - יפו ,1376 ,גוש 7008 ,official ,1376
110794,51,תל אביב ,5000,תל אביב - יפו ,10881,חסן בק 7008 ,synonym of 1376 ,1376
110795,51,תל אביב ,5000,תל אביב - יפו ,1377 ,אהרן מגד ,official ,1377
110796,51,תל אביב ,5000,תל אביב - יפו ,10882,רח 1318 ,synonym of 1377 ,1377
110797,51,תל אביב ,5000,תל אביב - יפו ,10883,מגד אהרן ,synonym of 1377 ,1377
110798,51,תל אביב ,5000,תל אביב - יפו ,10884,אהרון מגד ,synonym of 1377 ,1377
110799,51,תל אביב ,5000,תל אביב - יפו ,1379 ,חנניה ,official ,1379
110800,51,תל אביב ,5000,תל אביב - יפו ,1380 ,כרמלית ,official ,1380
110801,51,תל אביב ,5000,תל אביב - יפו ,1382 ,תרפט ,official ,1382
110802,51,תל אביב ,5000,תל אביב - יפו ,10885,שדרות תרפט ,synonym of 1382 ,1382
110803,51,תל אביב ,5000,תל אביב - יפו ,10886,תרפט שדרות ,synonym of 1382 ,1382
110804,51,תל אביב ,5000,תל אביב - יפו ,10887,תרפט שד ,synonym of 1382 ,1382
110805,51,תל אביב ,5000,תל אביב - יפו ,10888,שד תרפט ,synonym of 1382 ,1382
110806,51,תל אביב ,5000,תל אביב - יפו ,1385 ,גוש 7005 ,official ,1385
110807,51,תל אביב ,5000,תל אביב - יפו ,1387 ,המצודה ,official ,1387
110808,51,תל אביב ,5000,תל אביב - יפו ,10889,שכ חסן בק י ,synonym of 1387 ,1387
110809,51,תל אביב ,5000,תל אביב - יפו ,10890,שכ חסן בק 1 ,synonym of 1387 ,1387
110810,51,תל אביב ,5000,תל אביב - יפו ,1389 ,עזריה ,official ,1389
110811,51,תל אביב ,5000,תל אביב - יפו ,10891,עזריהו ,synonym of 1389 ,1389
110812,51,תל אביב ,5000,תל אביב - יפו ,1390 ,צורית ,official ,1390
110813,51,תל אביב ,5000,תל אביב - יפו ,10892,דורית ,synonym of 1390 ,1390
110814,51,תל אביב ,5000,תל אביב - יפו ,1392 ,גוטמאכר ,official ,1392
110815,51,תל אביב ,5000,תל אביב - יפו ,1393 ,חוסן ,official ,1393
110816,51,תל אביב ,5000,תל אביב - יפו ,1394 ,הרב עוזיאל ,official ,1394
110817,51,תל אביב ,5000,תל אביב - יפו ,10893,רח 252 ,synonym of 1394 ,1394
110818,51,תל אביב ,5000,תל אביב - יפו ,10894,עוזיאל הרב ,synonym of 1394 ,1394
110819,51,תל אביב ,5000,תל אביב - יפו ,10895,יפו רח 252 ,synonym of 1394 ,1394
110820,51,תל אביב ,5000,תל אביב - יפו ,10896,עוזיאל ,synonym of 1394 ,1394
110821,51,תל אביב ,5000,תל אביב - יפו ,1399 ,ישיבת וולוז'ין ,official ,1399
110822,51,תל אביב ,5000,תל אביב - יפו ,10897,וולוזין ,synonym of 1399 ,1399
110823,51,תל אביב ,5000,תל אביב - יפו ,10898,וולוזין ישיבה ,synonym of 1399 ,1399
110824,51,תל אביב ,5000,תל אביב - יפו ,10899,ולוזון ישיבה ,synonym of 1399 ,1399
110825,51,תל אביב ,5000,תל אביב - יפו ,10900,ישיבת ולוזין ,synonym of 1399 ,1399
110826,51,תל אביב ,5000,תל אביב - יפו ,10901,ישיבת ולזין ,synonym of 1399 ,1399
110827,51,תל אביב ,5000,תל אביב - יפו ,10902,ישיבת וולוזן ,synonym of 1399 ,1399
110828,51,תל אביב ,5000,תל אביב - יפו ,10903,ישיבת ולוז'ין ,synonym of 1399 ,1399
110829,51,תל אביב ,5000,תל אביב - יפו ,10904,ישיבת ולוזון ,synonym of 1399 ,1399
110830,51,תל אביב ,5000,תל אביב - יפו ,10905,ישיבת וולוזין ,synonym of 1399 ,1399
110831,51,תל אביב ,5000,תל אביב - יפו ,1400 ,אלעזר )רוקח( ,official ,1400
110832,51,תל אביב ,5000,תל אביב - יפו ,10906,אליעזר ,synonym of 1400 ,1400
110833,51,תל אביב ,5000,תל אביב - יפו ,10907,אלעזר ,synonym of 1400 ,1400
110834,51,תל אביב ,5000,תל אביב - יפו ,10908,אלעזר רוקח ,synonym of 1400 ,1400
110835,51,תל אביב ,5000,תל אביב - יפו ,1401 ,גומא ,official ,1401
110836,51,תל אביב ,5000,תל אביב - יפו ,1402 ,גלזנר ,official ,1402
110837,51,תל אביב ,5000,תל אביב - יפו ,10909,יפו רח 265 ,synonym of 1402 ,1402
110838,51,תל אביב ,5000,תל אביב - יפו ,10910,רח 265 ,synonym of 1402 ,1402
110839,51,תל אביב ,5000,תל אביב - יפו ,1404 ,חזון איש ,official ,1404
110840,51,תל אביב ,5000,תל אביב - יפו ,10911,רח 268 ,synonym of 1404 ,1404
110841,51,תל אביב ,5000,תל אביב - יפו ,10912,רח 269 ,synonym of 1404 ,1404
110842,51,תל אביב ,5000,תל אביב - יפו ,1417 ,ברגנר אליזבת ,official ,1417
110843,51,תל אביב ,5000,תל אביב - יפו ,10913,רח 280 ,synonym of 1417 ,1417
110844,51,תל אביב ,5000,תל אביב - יפו ,10914,רח 3280 ,synonym of 1417 ,1417
110845,51,תל אביב ,5000,תל אביב - יפו ,10915,אליזבת ברגרנר ,synonym of 1417 ,1417
110846,51,תל אביב ,5000,תל אביב - יפו ,10916,ברגרנר ,synonym of 1417 ,1417
110847,51,תל אביב ,5000,תל אביב - יפו ,10917,ברגרנר אליזבת ,synonym of 1417 ,1417
110848,51,תל אביב ,5000,תל אביב - יפו ,10918,ברגנר ,synonym of 1417 ,1417
110849,51,תל אביב ,5000,תל אביב - יפו ,10919,אליזבת ברגנר ,synonym of 1417 ,1417
110850,51,תל אביב ,5000,תל אביב - יפו ,1423 ,מאה שערים ,official ,1423
110851,51,תל אביב ,5000,תל אביב - יפו ,1424 ,חלץ ,official ,1424
110852,51,תל אביב ,5000,תל אביב - יפו ,10920,ש גרמנית יפ ,synonym of 1424 ,1424
110853,51,תל אביב ,5000,תל אביב - יפו ,10921,רח 279 ,synonym of 1424 ,1424
110854,51,תל אביב ,5000,תל אביב - יפו ,1428 ,גוש 7004 ,official ,1428
110855,51,תל אביב ,5000,תל אביב - יפו ,1431 ,ראשונים ,official ,1431
110856,51,תל אביב ,5000,תל אביב - יפו ,10922,הראשונים ,synonym of 1431 ,1431
110857,51,תל אביב ,5000,תל אביב - יפו ,1432 ,שביל האטד ,official ,1432
110858,51,תל אביב ,5000,תל אביב - יפו ,10923,אטד ,synonym of 1432 ,1432
110859,51,תל אביב ,5000,תל אביב - יפו ,10924,האטד ,synonym of 1432 ,1432
110860,51,תל אביב ,5000,תל אביב - יפו ,1436 ,הרב טולידנו ,official ,1436
110861,51,תל אביב ,5000,תל אביב - יפו ,10925,ברייתא ,synonym of 1436 ,1436
110862,51,תל אביב ,5000,תל אביב - יפו ,10926,הרב טולדנו ,synonym of 1436 ,1436
110863,51,תל אביב ,5000,תל אביב - יפו ,10927,טולידנו ,synonym of 1436 ,1436
110864,51,תל אביב ,5000,תל אביב - יפו ,10928,טולידנו הרב ,synonym of 1436 ,1436
110865,51,תל אביב ,5000,תל אביב - יפו ,10929,טולדנו ,synonym of 1436 ,1436
110866,51,תל אביב ,5000,תל אביב - יפו ,10930,טולדנו הרב ,synonym of 1436 ,1436
110867,51,תל אביב ,5000,תל אביב - יפו ,1437 ,קוסובסקי ,official ,1437
110868,51,תל אביב ,5000,תל אביב - יפו ,10931,הרב קוסובסקי ,synonym of 1437 ,1437
110869,51,תל אביב ,5000,תל אביב - יפו ,1438 ,הרב הרצוג ,official ,1438
110870,51,תל אביב ,5000,תל אביב - יפו ,10932,הרצוג ,synonym of 1438 ,1438
110871,51,תל אביב ,5000,תל אביב - יפו ,1439 ,קויפמן יחזקאל ,official ,1439
110872,51,תל אביב ,5000,תל אביב - יפו ,10933,קופמן ,synonym of 1439 ,1439
110873,51,תל אביב ,5000,תל אביב - יפו ,10934,קויפמן ,synonym of 1439 ,1439
110874,51,תל אביב ,5000,תל אביב - יפו ,10935,יחזקאל קויפמן ,synonym of 1439 ,1439
110875,51,תל אביב ,5000,תל אביב - יפו ,10936,מלון דן פנורמה ,synonym of 1439 ,1439
110876,51,תל אביב ,5000,תל אביב - יפו ,1440 ,לוי יוסף ,official ,1440
110877,51,תל אביב ,5000,תל אביב - יפו ,10937,נור ,synonym of 1440 ,1440
110878,51,תל אביב ,5000,תל אביב - יפו ,10938,יוסף לוי ,synonym of 1440 ,1440
110879,51,תל אביב ,5000,תל אביב - יפו ,1441 ,שנקר אריה ,official ,1441
110880,51,תל אביב ,5000,תל אביב - יפו ,1442 ,גולדמן נחום ,official ,1442
110881,51,תל אביב ,5000,תל אביב - יפו ,10939,רח 289 ,synonym of 1442 ,1442
110882,51,תל אביב ,5000,תל אביב - יפו ,10940,רח 3488 ,synonym of 1442 ,1442
110883,51,תל אביב ,5000,תל אביב - יפו ,10941,גולדמן ,synonym of 1442 ,1442
110884,51,תל אביב ,5000,תל אביב - יפו ,10942,נחום גולדמן ,synonym of 1442 ,1442
110885,51,תל אביב ,5000,תל אביב - יפו ,1500 ,מוזס ולטר ,official ,1500
110886,51,תל אביב ,5000,תל אביב - יפו ,10943,רח 1188 ,synonym of 1500 ,1500
110887,51,תל אביב ,5000,תל אביב - יפו ,10944,ולטר מוזס ,synonym of 1500 ,1500
110888,51,תל אביב ,5000,תל אביב - יפו ,10945,דר מוזס ולטר ,synonym of 1500 ,1500
110889,51,תל אביב ,5000,תל אביב - יפו ,10946,דר ולטר מוזס ,synonym of 1500 ,1500
110890,51,תל אביב ,5000,תל אביב - יפו ,1501 ,גולדברג ,official ,1501
110891,51,תל אביב ,5000,תל אביב - יפו ,10947,יל גולדברג ,synonym of 1501 ,1501
110892,51,תל אביב ,5000,תל אביב - יפו ,1502 ,טיומקין ,official ,1502
110893,51,תל אביב ,5000,תל אביב - יפו ,1503 ,סעדיה גאון ,official ,1503
110894,51,תל אביב ,5000,תל אביב - יפו ,1504 ,לויד ג'ורג' ,official ,1504
110895,51,תל אביב ,5000,תל אביב - יפו ,10948,לויד גורג ,synonym of 1504 ,1504
110896,51,תל אביב ,5000,תל אביב - יפו ,1505 ,וילסון ,official ,1505
110897,51,תל אביב ,5000,תל אביב - יפו ,1506 ,לינקולן ,official ,1506
110898,51,תל אביב ,5000,תל אביב - יפו ,1507 ,כורש ,official ,1507
110899,51,תל אביב ,5000,תל אביב - יפו ,10949,המלך כורש ,synonym of 1507 ,1507
110900,51,תל אביב ,5000,תל אביב - יפו ,10950,כורש המלך ,synonym of 1507 ,1507
