83332,42,פתח תקווה ,98,כפר מלל ,101 ,מוסד יד אסא ,official ,101
85952,42,פתח תקווה ,2640,ראש העין ,9566 ,סעדיה הגאון ,synonym of 130 ,130
85953,42,פתח תקווה ,2640,ראש העין ,131 ,רמבם ,official ,131
85954,42,פתח תקווה ,2640,ראש העין ,9567 ,הרמבם ,synonym of 131 ,131
85955,42,פתח תקווה ,2640,ראש העין ,9568 ,רמבם ,synonym of 131 ,131
85956,42,פתח תקווה ,2640,ראש העין ,9569 ,הרמבם ,synonym of 131 ,131
85957,42,פתח תקווה ,2640,ראש העין ,132 ,העצמאות ,official ,132
85958,42,פתח תקווה ,2640,ראש העין ,133 ,יבניאלי ,official ,133
85959,42,פתח תקווה ,2640,ראש העין ,9570 ,יבנאלי ,synonym of 133 ,133
85960,42,פתח תקווה ,2640,ראש העין ,134 ,אבן גבירול ,official ,134
85961,42,פתח תקווה ,2640,ראש העין ,9571 ,דהארי ,synonym of 134 ,134
85962,42,פתח תקווה ,2640,ראש העין ,9572 ,דהרי ,synonym of 134 ,134
85963,42,פתח תקווה ,2640,ראש העין ,9573 ,דאהרי ,synonym of 134 ,134
85964,42,פתח תקווה ,2640,ראש העין ,135 ,מרבד הקסמים ,official ,135
85965,42,פתח תקווה ,2640,ראש העין ,136 ,החשמונאים ,official ,136
85966,42,פתח תקווה ,2640,ראש העין ,9574 ,חשמונאים ,synonym of 136 ,136
85967,42,פתח תקווה ,2640,ראש העין ,137 ,גלוסקא ,official ,137
85968,42,פתח תקווה ,2640,ראש העין ,138 ,הרב יצהרי צדוק ,official ,138
85969,42,פתח תקווה ,2640,ראש העין ,9575 ,ככר ויצמן ,synonym of 138 ,138
85970,42,פתח תקווה ,2640,ראש העין ,9576 ,ויצמן ככר ,synonym of 138 ,138
85971,42,פתח תקווה ,2640,ראש העין ,9577 ,וייצמן ,synonym of 138 ,138
85972,42,פתח תקווה ,2640,ראש העין ,9578 ,ויצמן ,synonym of 138 ,138
85973,42,פתח תקווה ,2640,ראש העין ,9579 ,הרב יצהרי ,synonym of 138 ,138
85974,42,פתח תקווה ,2640,ראש העין ,9580 ,יצהרי ,synonym of 138 ,138
85975,42,פתח תקווה ,2640,ראש העין ,9581 ,יצהרי צדוק ,synonym of 138 ,138
85976,42,פתח תקווה ,2640,ראש העין ,9582 ,צדוק יצהרי ,synonym of 138 ,138
85977,42,פתח תקווה ,2640,ראש העין ,9583 ,הרב צדוק יצהרי ,synonym of 138 ,138
85978,42,פתח תקווה ,2640,ראש העין ,139 ,הירקון ,official ,139
85979,42,פתח תקווה ,2640,ראש העין ,140 ,המסילה ,official ,140
85980,42,פתח תקווה ,2640,ראש העין ,141 ,המוביל הארצי ,official ,141
85981,42,פתח תקווה ,2640,ראש העין ,9584 ,המוביל ,synonym of 141 ,141
85982,42,פתח תקווה ,2640,ראש העין ,142 ,שבזי ,official ,142
85983,42,פתח תקווה ,2640,ראש העין ,9585 ,רבי שלום שבזי ,synonym of 142 ,142
85984,42,פתח תקווה ,2640,ראש העין ,9586 ,שבזי שלום ,synonym of 142 ,142
85985,42,פתח תקווה ,2640,ראש העין ,9587 ,שלום שבזי ,synonym of 142 ,142
85986,42,פתח תקווה ,2640,ראש העין ,143 ,אפק ,official ,143
85987,42,פתח תקווה ,2640,ראש העין ,9588 ,מגדל צדק ,synonym of 143 ,143
85988,42,פתח תקווה ,2640,ראש העין ,144 ,בעל מלאכת שלמה ,official ,144
85989,42,פתח תקווה ,2640,ראש העין ,9589 ,מלאכת שלמה ,synonym of 144 ,144
85990,42,פתח תקווה ,2640,ראש העין ,145 ,ספיר יעקב ,official ,145
85991,42,פתח תקווה ,2640,ראש העין ,9590 ,ספיר ,synonym of 145 ,145
85992,42,פתח תקווה ,2640,ראש העין ,146 ,גבורי ישראל ,official ,146
85993,42,פתח תקווה ,2640,ראש העין ,147 ,יחיא יצחק הלוי ,official ,147
85994,42,פתח תקווה ,2640,ראש העין ,9591 ,יצחק הלוי ,synonym of 147 ,147
85995,42,פתח תקווה ,2640,ראש העין ,9592 ,הלוי יחיא ,synonym of 147 ,147
85996,42,פתח תקווה ,2640,ראש העין ,9593 ,יחיא הלוי ,synonym of 147 ,147
85997,42,פתח תקווה ,2640,ראש העין ,149 ,דקר ,official ,149
85998,42,פתח תקווה ,2640,ראש העין ,150 ,מעודה שלמה ,official ,150
85999,42,פתח תקווה ,2640,ראש העין ,9594 ,שלמה מעודה ,synonym of 150 ,150
86000,42,פתח תקווה ,2640,ראש העין ,151 ,מהריץ ,official ,151
86001,42,פתח תקווה ,2640,ראש העין ,9595 ,המהריץ ,synonym of 151 ,151
86002,42,פתח תקווה ,2640,ראש העין ,9596 ,מהריץ ,synonym of 151 ,151
86003,42,פתח תקווה ,2640,ראש העין ,152 ,התנאים ,official ,152
86004,42,פתח תקווה ,2640,ראש העין ,153 ,רבי עקיבא ,official ,153
86005,42,פתח תקווה ,2640,ראש העין ,9597 ,עקיבא ,synonym of 153 ,153
86006,42,פתח תקווה ,2640,ראש העין ,154 ,עמרני אברהם ,official ,154
86007,42,פתח תקווה ,2640,ראש העין ,9598 ,אברהם עמרני ,synonym of 154 ,154
86008,42,פתח תקווה ,2640,ראש העין ,9599 ,עמרני ,synonym of 154 ,154
86009,42,פתח תקווה ,2640,ראש העין ,155 ,הגליל ,official ,155
86010,42,פתח תקווה ,2640,ראש העין ,156 ,ארץ ישראל השלמה ,official ,156
86011,42,פתח תקווה ,2640,ראש העין ,9600 ,סתת ,synonym of 156 ,156
86012,42,פתח תקווה ,2640,ראש העין ,9601 ,אי השלמה ,synonym of 156 ,156
86013,42,פתח תקווה ,2640,ראש העין ,157 ,קוממיות ,official ,157
86014,42,פתח תקווה ,2640,ראש העין ,158 ,רבי אביץ יחיא ,official ,158
86015,42,פתח תקווה ,2640,ראש העין ,9602 ,רבי אביץ ,synonym of 158 ,158
86016,42,פתח תקווה ,2640,ראש העין ,9603 ,רבי יחיא אביץ ,synonym of 158 ,158
86017,42,פתח תקווה ,2640,ראש העין ,9604 ,אביץ יחיא ,synonym of 158 ,158
86018,42,פתח תקווה ,2640,ראש העין ,159 ,ששת הימים ,official ,159
86019,42,פתח תקווה ,2640,ראש העין ,160 ,הבנים ,official ,160
86020,42,פתח תקווה ,2640,ראש העין ,161 ,סיני ,official ,161
86021,42,פתח תקווה ,2640,ראש העין ,162 ,רמת הגולן ,official ,162
86022,42,פתח תקווה ,2640,ראש העין ,163 ,שבטי ישראל ,official ,163
86023,42,פתח תקווה ,2640,ראש העין ,164 ,שלמה המלך ,official ,164
86024,42,פתח תקווה ,2640,ראש העין ,9605 ,המלך שלמה ,synonym of 164 ,164
86025,42,פתח תקווה ,2640,ראש העין ,165 ,הרצל ,official ,165
86026,42,פתח תקווה ,2640,ראש העין ,9606 ,עדני דוד ,synonym of 165 ,165
86027,42,פתח תקווה ,2640,ראש העין ,166 ,שיר השירים ,official ,166
86028,42,פתח תקווה ,2640,ראש העין ,167 ,משעול עלי )הכהן( ,official ,167
86029,42,פתח תקווה ,2640,ראש העין ,9607 ,עלי הכהן ,synonym of 167 ,167
86030,42,פתח תקווה ,2640,ראש העין ,9608 ,עלי ,synonym of 167 ,167
86031,42,פתח תקווה ,2640,ראש העין ,9609 ,עלי )הכהן( ,synonym of 167 ,167
86032,42,פתח תקווה ,2640,ראש העין ,9610 ,משעול עלי הכהן ,synonym of 167 ,167
86033,42,פתח תקווה ,2640,ראש העין ,168 ,משעול הרב מלמד שלמה ,official ,168
86034,42,פתח תקווה ,2640,ראש העין ,9611 ,משעול הרב מלמד ,synonym of 168 ,168
86035,42,פתח תקווה ,2640,ראש העין ,9612 ,הרב מלמד ,synonym of 168 ,168
86036,42,פתח תקווה ,2640,ראש העין ,9613 ,מלמד שלמה ,synonym of 168 ,168
86037,42,פתח תקווה ,2640,ראש העין ,9614 ,הרב שלמה מלמד ,synonym of 168 ,168
86038,42,פתח תקווה ,2640,ראש העין ,169 ,התקוה ,official ,169
86039,42,פתח תקווה ,2640,ראש העין ,170 ,מלכי ישראל ,official ,170
86040,42,פתח תקווה ,2640,ראש העין ,171 ,ירושלים השלמה ,official ,171
86041,42,פתח תקווה ,2640,ראש העין ,9615 ,ירושלם השלמה ,synonym of 171 ,171
86042,42,פתח תקווה ,2640,ראש העין ,9616 ,ירושלים שלמה ,synonym of 171 ,171
86043,42,פתח תקווה ,2640,ראש העין ,9617 ,ירושלים השלמ ,synonym of 171 ,171
86044,42,פתח תקווה ,2640,ראש העין ,172 ,השריון ,official ,172
86045,42,פתח תקווה ,2640,ראש העין ,173 ,המרץ ,official ,173
86046,42,פתח תקווה ,2640,ראש העין ,174 ,היצירה ,official ,174
86047,42,פתח תקווה ,2640,ראש העין ,175 ,העבודה ,official ,175
86048,42,פתח תקווה ,2640,ראש העין ,176 ,מודיעין ,official ,176
86049,42,פתח תקווה ,2640,ראש העין ,177 ,כנפי נשרים ,official ,177
86050,42,פתח תקווה ,2640,ראש העין ,178 ,הגרא ,official ,178
86051,42,פתח תקווה ,2640,ראש העין ,9618 ,הגרא ,synonym of 178 ,178
86052,42,פתח תקווה ,2640,ראש העין ,179 ,וולפסון ,official ,179
86053,42,פתח תקווה ,2640,ראש העין ,180 ,חותמי המגילה ,official ,180
86054,42,פתח תקווה ,2640,ראש העין ,181 ,הצנחנים ,official ,181
86055,42,פתח תקווה ,2640,ראש העין ,182 ,גבעתי ,official ,182
86056,42,פתח תקווה ,2640,ראש העין ,183 ,הראשונים ,official ,183
86057,42,פתח תקווה ,2640,ראש העין ,184 ,אצל ,official ,184
86058,42,פתח תקווה ,2640,ראש העין ,9619 ,האצל ,synonym of 184 ,184
86059,42,פתח תקווה ,2640,ראש העין ,9620 ,אצל ,synonym of 184 ,184
86060,42,פתח תקווה ,2640,ראש העין ,185 ,אחוה ,official ,185
86061,42,פתח תקווה ,2640,ראש העין ,186 ,חתוכה יורם ,official ,186
86062,42,פתח תקווה ,2640,ראש העין ,9621 ,חתוכה ,synonym of 186 ,186
86063,42,פתח תקווה ,2640,ראש העין ,9622 ,יורם חתוכה ,synonym of 186 ,186
86064,42,פתח תקווה ,2640,ראש העין ,9623 ,הגאולה ,synonym of 186 ,186
86065,42,פתח תקווה ,2640,ראש העין ,187 ,הטייס ,official ,187
86066,42,פתח תקווה ,2640,ראש העין ,9624 ,הטיס ,synonym of 187 ,187
86067,42,פתח תקווה ,2640,ראש העין ,188 ,עלית הנוער ,official ,188
86068,42,פתח תקווה ,2640,ראש העין ,189 ,הקטר ,official ,189
86069,42,פתח תקווה ,2640,ראש העין ,190 ,הרכבת ,official ,190
86070,42,פתח תקווה ,2640,ראש העין ,191 ,המצפה ,official ,191
86071,42,פתח תקווה ,2640,ראש העין ,192 ,המילדת ,official ,192
86072,42,פתח תקווה ,2640,ראש העין ,9625 ,המיילדת ,synonym of 192 ,192
86073,42,פתח תקווה ,2640,ראש העין ,193 ,הסלע ,official ,193
86074,42,פתח תקווה ,2640,ראש העין ,194 ,מצדה ,official ,194
86075,42,פתח תקווה ,2640,ראש העין ,195 ,צדק ,official ,195
86076,42,פתח תקווה ,2640,ראש העין ,196 ,חפץ חיים ,official ,196
86077,42,פתח תקווה ,2640,ראש העין ,197 ,החלוץ ,official ,197
86078,42,פתח תקווה ,2640,ראש העין ,198 ,המעפיל ,official ,198
86079,42,פתח תקווה ,2640,ראש העין ,199 ,החורשים ,official ,199
86080,42,פתח תקווה ,2640,ראש העין ,200 ,הרב חג'בי דוד ,official ,200
86081,42,פתח תקווה ,2640,ראש העין ,9626 ,חג'בי דוד ,synonym of 200 ,200
86082,42,פתח תקווה ,2640,ראש העין ,9627 ,דוד חג'בי ,synonym of 200 ,200
86083,42,פתח תקווה ,2640,ראש העין ,9628 ,חגבי דוד ,synonym of 200 ,200
86084,42,פתח תקווה ,2640,ראש העין ,9629 ,חג'בי ,synonym of 200 ,200
86085,42,פתח תקווה ,2640,ראש העין ,9630 ,חגבי ,synonym of 200 ,200
86086,42,פתח תקווה ,2640,ראש העין ,9631 ,דוד חגבי ,synonym of 200 ,200
86087,42,פתח תקווה ,2640,ראש העין ,201 ,מוזס עפרה ,official ,201
86088,42,פתח תקווה ,2640,ראש העין ,9632 ,עפרה מוזס ,synonym of 201 ,201
86089,42,פתח תקווה ,2640,ראש העין ,203 ,עמוסי מנחם ,official ,203
86090,42,פתח תקווה ,2640,ראש העין ,9633 ,עמוסי ,synonym of 203 ,203
86091,42,פתח תקווה ,2640,ראש העין ,9634 ,הקהילה ,synonym of 203 ,203
86092,42,פתח תקווה ,2640,ראש העין ,9635 ,מנחם עמוסי ,synonym of 203 ,203
86093,42,פתח תקווה ,2640,ראש העין ,204 ,בגין עליזה ,official ,204
86094,42,פתח תקווה ,2640,ראש העין ,9636 ,עליזה בגין ,synonym of 204 ,204
86095,42,פתח תקווה ,2640,ראש העין ,205 ,המתמיד ,official ,205
86096,42,פתח תקווה ,2640,ראש העין ,206 ,החמישה ,official ,206
86097,42,פתח תקווה ,2640,ראש העין ,9637 ,החמשה ,synonym of 206 ,206
86098,42,פתח תקווה ,2640,ראש העין ,207 ,מלאכי יוסף ,official ,207
86099,42,פתח תקווה ,2640,ראש העין ,9638 ,יוסף מלאכי ,synonym of 207 ,207
86100,42,פתח תקווה ,2640,ראש העין ,9639 ,מלאכי ,synonym of 207 ,207
86101,42,פתח תקווה ,2640,ראש העין ,208 ,הסופר ,official ,208
86102,42,פתח תקווה ,2640,ראש העין ,209 ,הלחי ,official ,209
86103,42,פתח תקווה ,2640,ראש העין ,9640 ,לחי ,synonym of 209 ,209
86104,42,פתח תקווה ,2640,ראש העין ,9641 ,לחי ,synonym of 209 ,209
86105,42,פתח תקווה ,2640,ראש העין ,9642 ,הלחי ,synonym of 209 ,209
86106,42,פתח תקווה ,2640,ראש העין ,210 ,וגנר ,official ,210
86107,42,פתח תקווה ,2640,ראש העין ,9643 ,וולף וגנר ,synonym of 210 ,210
86108,42,פתח תקווה ,2640,ראש העין ,9644 ,ווגנר ,synonym of 210 ,210
86109,42,פתח תקווה ,2640,ראש העין ,211 ,קהילות בני ישראל ,official ,211
86110,42,פתח תקווה ,2640,ראש העין ,9645 ,קהילת בני ישראל ,synonym of 211 ,211
86111,42,פתח תקווה ,2640,ראש העין ,212 ,התעשייה ,official ,212
86112,42,פתח תקווה ,2640,ראש העין ,9646 ,התעשיה ,synonym of 212 ,212
86113,42,פתח תקווה ,2640,ראש העין ,213 ,אפרת ,official ,213
86114,42,פתח תקווה ,2640,ראש העין ,214 ,הרב ונה יצחק ,official ,214
86115,42,פתח תקווה ,2640,ראש העין ,9647 ,ונה יצחק ,synonym of 214 ,214
86116,42,פתח תקווה ,2640,ראש העין ,9648 ,הרב יצחק ונה ,synonym of 214 ,214
86117,42,פתח תקווה ,2640,ראש העין ,9649 ,יצחק ונה ,synonym of 214 ,214
86118,42,פתח תקווה ,2640,ראש העין ,9650 ,משעול הרב יצחק ונה ,synonym of 214 ,214
86119,42,פתח תקווה ,2640,ראש העין ,9651 ,משעול מהרין ,synonym of 214 ,214
86120,42,פתח תקווה ,2640,ראש העין ,9652 ,יצחק ונה )מהרין( ,synonym of 214 ,214
86121,42,פתח תקווה ,2640,ראש העין ,215 ,זכריה משה ,official ,215
86122,42,פתח תקווה ,2640,ראש העין ,9653 ,משה זכריה ,synonym of 215 ,215
86123,42,פתח תקווה ,2640,ראש העין ,216 ,אבצן ,official ,216
86124,42,פתח תקווה ,2640,ראש העין ,9654 ,הרב צנעני ,synonym of 216 ,216
86125,42,פתח תקווה ,2640,ראש העין ,9655 ,הרב אברהם צנעני ,synonym of 216 ,216
86126,42,פתח תקווה ,2640,ראש העין ,9656 ,צנעני ,synonym of 216 ,216
86127,42,פתח תקווה ,2640,ראש העין ,9657 ,אברהם צנעני ,synonym of 216 ,216
86128,42,פתח תקווה ,2640,ראש העין ,9658 ,צנעני אברהם ,synonym of 216 ,216
86129,42,פתח תקווה ,2640,ראש העין ,9659 ,הרב צנעני אברהם ,synonym of 216 ,216
86130,42,פתח תקווה ,2640,ראש העין ,9660 ,אבצן ,synonym of 216 ,216
86131,42,פתח תקווה ,2640,ראש העין ,217 ,משעול הרב שלמה מדר ,official ,217
86132,42,פתח תקווה ,2640,ראש העין ,9661 ,הרב מדר שלמה ,synonym of 217 ,217
86133,42,פתח תקווה ,2640,ראש העין ,9662 ,מדר שלמה ,synonym of 217 ,217
86134,42,פתח תקווה ,2640,ראש העין ,9663 ,שלמה מדר ,synonym of 217 ,217
86135,42,פתח תקווה ,2640,ראש העין ,9664 ,הרב שלמה מדר ,synonym of 217 ,217
86136,42,פתח תקווה ,2640,ראש העין ,218 ,לשם ,official ,218
86137,42,פתח תקווה ,2640,ראש העין ,219 ,נחשול ,official ,219
86138,42,פתח תקווה ,2640,ראש העין ,9665 ,הנחשול ,synonym of 219 ,219
86139,42,פתח תקווה ,2640,ראש העין ,220 ,הרב עובדיה יוסף ,official ,220
86140,42,פתח תקווה ,2640,ראש העין ,9666 ,עובדיה יוסף ,synonym of 220 ,220
86141,42,פתח תקווה ,2640,ראש העין ,9667 ,הרב יוסף עובדיה ,synonym of 220 ,220
86142,42,פתח תקווה ,2640,ראש העין ,221 ,מעיין ,official ,221
86143,42,פתח תקווה ,2640,ראש העין ,9668 ,המעיין ,synonym of 221 ,221
86144,42,פתח תקווה ,2640,ראש העין ,222 ,פלג ,official ,222
86145,42,פתח תקווה ,2640,ראש העין ,9669 ,הפלג ,synonym of 222 ,222
86146,42,פתח תקווה ,2640,ראש העין ,223 ,אפיק ,official ,223
86147,42,פתח תקווה ,2640,ראש העין ,9670 ,האפיק ,synonym of 223 ,223
86148,42,פתח תקווה ,2640,ראש העין ,224 ,משעול עובדיה גמליאל ,official ,224
86149,42,פתח תקווה ,2640,ראש העין ,9671 ,משעול גמליאל עובדיה ,synonym of 224 ,224
86150,42,פתח תקווה ,2640,ראש העין ,9672 ,עובדיה גמליאל ,synonym of 224 ,224
86151,42,פתח תקווה ,2640,ראש העין ,9673 ,גמליאל עובדיה ,synonym of 224 ,224
86152,42,פתח תקווה ,2640,ראש העין ,225 ,אלשייך רחמים ,official ,225
86153,42,פתח תקווה ,2640,ראש העין ,9674 ,רחמים אלשייך ,synonym of 225 ,225
86154,42,פתח תקווה ,2640,ראש העין ,9675 ,החייל אלשייך רחמים ,synonym of 225 ,225
